RIC,Date,Name,ISIN Code,TRBC Industry Group Name
FUGR.AS,2021-12-31,FUGRO NV ORD,NL00150003E1,Oil & Gas Related Equipment and Services
TWKNc.AS,2021-12-31,TWENTSCHE KABEL ORD,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
INTER.AS^L22,2021-12-31,INTERTRUST GROUP HOLDING ORD WI,NL0010937058,Professional & Commercial Services
ECMPA.AS,2021-12-31,EUROCOMMERCIAL PROPERTIES REIT,NL0015000K93,Residential & Commercial REITs
AALB.AS,2021-12-31,AALBERTS ORD,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
FAGRO.BR,2021-12-31,FAGRON,BE0003874915,Pharmaceuticals
ASRNL.AS,2021-12-31,ARS NEDERLAND NV WHEN ISSUED,NL0011872643,Insurance
PTNL.AS,2022-12-31,POSTNL ORD,NL0009739416,Freight & Logistics Services
BFIT.AS,2022-12-31,BASIC FIT NV ORD,NL0011872650,Hotels & Entertainment Services
SBMO.AS,2022-12-31,SBM OFFSHORE ORD,NL0000360618,Oil & Gas Related Equipment and Services
INPST.AS,2022-12-31,INPOST ORD SHS WHEN ISSUED,LU2290522684,Freight & Logistics Services
CTPNV.AS,2022-12-31,CTP NV ORD,NL00150006R6,Real Estate Operations
CORB.AS,2022-12-31,CSM ORD,NL0010583399,Chemicals
AMG.AS,2022-12-31,AMG ORD,NL0000888691,Metals & Mining
ARDS.AS,2022-12-31,ARCADIS ORD,NL0006237562,Construction & Engineering
JDEP.AS,2022-12-31,JDE PEETS ORD,NL0014332678,Food & Tobacco
VOPA.AS,2022-12-31,VOPAK ORD,NL0009432491,Oil & Gas Related Equipment and Services
ABNd.AS,2022-12-31,ABN AMRO BANK ORD,NL0011540547,Banking Services
ALFEN.AS,2022-12-31,ALFEN BEHEER ORD,NL0012817175,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
OCI.AS,2022-12-31,OCI,NL0010558797,Chemicals
FLOW.AS,2022-12-31,FLOW TRADERS ORD,BMG3602E1084,Investment Banking & Investment Services
FUGR.AS,2022-12-31,FUGRO NV ORD,NL00150003E1,Oil & Gas Related Equipment and Services
TWKNc.AS,2022-12-31,TWENTSCHE KABEL ORD,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ECMPA.AS,2022-12-31,EUROCOMMERCIAL PROPERTIES REIT,NL0015000K93,Residential & Commercial REITs
AALB.AS,2022-12-31,AALBERTS ORD,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
FAGRO.BR,2022-12-31,FAGRON,BE0003874915,Pharmaceuticals
ASRNL.AS,2022-12-31,ARS NEDERLAND NV WHEN ISSUED,NL0011872643,Insurance
VLAN.AS,2023-12-31,VAN LANSCHOTKEMPEN NV ORD,NL0000302636,Investment Banking & Investment Services
BFIT.AS,2023-12-31,BASIC FIT NV ORD,NL0011872650,Hotels & Entertainment Services
ALLFG.AS,2023-12-31,ALLFUNDS GROUP LTD ORD,GB00BNTJ3546,Financial Technology (Fintech) & Infrastructure
SBMO.AS,2023-12-31,SBM OFFSHORE ORD,NL0000360618,Oil & Gas Related Equipment and Services
LIGHT.AS,2023-12-31,SIGNIFY NV ORD,NL0011821392,Homebuilding & Construction Supplies
INPST.AS,2023-12-31,INPOST ORD SHS WHEN ISSUED,LU2290522684,Freight & Logistics Services
CTPNV.AS,2023-12-31,CTP NV ORD,NL00150006R6,Real Estate Operations
CORB.AS,2023-12-31,CSM ORD,NL0010583399,Chemicals
AMG.AS,2023-12-31,AMG ORD,NL0000888691,Metals & Mining
ARDS.AS,2023-12-31,ARCADIS ORD,NL0006237562,Construction & Engineering
JDEP.AS,2023-12-31,JDE PEETS ORD,NL0014332678,Food & Tobacco
VOPA.AS,2023-12-31,VOPAK ORD,NL0009432491,Oil & Gas Related Equipment and Services
ALFEN.AS,2023-12-31,ALFEN BEHEER ORD,NL0012817175,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
OCI.AS,2023-12-31,OCI,NL0010558797,Chemicals
FLOW.AS,2023-12-31,FLOW TRADERS ORD,BMG3602E1084,Investment Banking & Investment Services
FUGR.AS,2023-12-31,FUGRO NV ORD,NL00150003E1,Oil & Gas Related Equipment and Services
TWKNc.AS,2023-12-31,TWENTSCHE KABEL ORD,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ECMPA.AS,2023-12-31,EUROCOMMERCIAL PROPERTIES REIT,NL0015000K93,Residential & Commercial REITs
AALB.AS,2023-12-31,AALBERTS ORD,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
FAGRO.BR,2023-12-31,FAGRON,BE0003874915,Pharmaceuticals
VLAN.AS,2024-12-31,VAN LANSCHOTKEMPEN NV ORD,NL0000302636,Investment Banking & Investment Services
BFIT.AS,2024-12-31,BASIC FIT NV ORD,NL0011872650,Hotels & Entertainment Services
ALLFG.AS,2024-12-31,ALLFUNDS GROUP LTD ORD,GB00BNTJ3546,Financial Technology (Fintech) & Infrastructure
SBMO.AS,2024-12-31,SBM OFFSHORE ORD,NL0000360618,Oil & Gas Related Equipment and Services
LIGHT.AS,2024-12-31,SIGNIFY NV ORD,NL0011821392,Homebuilding & Construction Supplies
INPST.AS,2024-12-31,INPOST ORD SHS WHEN ISSUED,LU2290522684,Freight & Logistics Services
CTPNV.AS,2024-12-31,CTP NV ORD,NL00150006R6,Real Estate Operations
CORB.AS,2024-12-31,CSM ORD,NL0010583399,Chemicals
AMG.AS,2024-12-31,AMG ORD,NL0000888691,Metals & Mining
ARDS.AS,2024-12-31,ARCADIS ORD,NL0006237562,Construction & Engineering
JDEP.AS,2024-12-31,JDE PEETS ORD,NL0014332678,Food & Tobacco
VOPA.AS,2024-12-31,VOPAK ORD,NL0009432491,Oil & Gas Related Equipment and Services
ALFEN.AS,2024-12-31,ALFEN BEHEER ORD,NL0012817175,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
OCI.AS,2024-12-31,OCI,NL0010558797,Chemicals
FLOW.AS,2024-12-31,FLOW TRADERS ORD,BMG3602E1084,Investment Banking & Investment Services
FUGR.AS,2024-12-31,FUGRO NV ORD,NL00150003E1,Oil & Gas Related Equipment and Services
TWKNc.AS,2024-12-31,TWENTSCHE KABEL ORD,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ECMPA.AS,2024-12-31,EUROCOMMERCIAL PROPERTIES REIT,NL0015000K93,Residential & Commercial REITs
AALB.AS,2024-12-31,AALBERTS ORD,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
FAGRO.BR,2024-12-31,FAGRON,BE0003874915,Pharmaceuticals
SALM.OL,2019-12-31,SALMAR ORD,NO0010310956,Food & Tobacco
GJFG.OL,2019-12-31,GJENSIDIGE ORD,NO0010582521,Insurance
SUBC.OL,2019-12-31,SUBSEA ORD,LU0075646355,Oil & Gas Related Equipment and Services
NEL.OL,2019-12-31,NEL ASA,NO0010081235,Renewable Energy
NHY.OL,2019-12-31,NORSK HYDRO ORD,NO0005052605,Metals & Mining
FRO.OL,2019-12-31,FRONTLINE ORD,CY0200352116,Oil & Gas Related Equipment and Services
BAKKA.OL,2019-12-31,BAKKAFROST ORD,FO0000000179,Food & Tobacco
TEL.OL,2019-12-31,TELENOR ORD,NO0010063308,Telecommunications Services
AKRBP.OL,2019-12-31,AKER BP ASA ORD,NO0010345853,Oil & Gas
DNO.OL,2019-12-31,DNO ASA,NO0003921009,Oil & Gas
AKER.OL,2019-12-31,AKER ORD,NO0010234552,Oil & Gas
VENDA.OL,2019-12-31,SCHIBSTED ORD,NO0003028904,Media & Publishing
YAR.OL,2019-12-31,YARA INTL ORD,NO0010208051,Chemicals
NAS.OL,2019-12-31,NORWEGIAN AIR SHUTTLE ORD,NO0010196140,Passenger Transportation Services
EQNR.OL,2019-12-31,EQUINOR ORD,NO0010096985,Oil & Gas
GOGL.OL^H25,2019-12-31,GOLDEN OCEAN GROUP LTD,BMG396372051,Freight & Logistics Services
TGS.OL,2019-12-31,TGS-NOPEC GEO ORD,NO0003078800,Oil & Gas Related Equipment and Services
TOM.OL,2019-12-31,TOMRA SYSTEMS ORD,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
STB.OL,2019-12-31,UNI STOREBRAND ORD,NO0003053605,Investment Banking & Investment Services
BWLPG.OL,2019-12-31,BW LPG ORD,SGXZ69436764,Oil & Gas Related Equipment and Services
LSG.OL,2019-12-31,LEROY SEAFOOD ORD,NO0003096208,Food & Tobacco
MOWI.OL,2019-12-31,MOWI ASA ORD,NO0003054108,Food & Tobacco
BWO.OL,2019-12-31,BW OFFSHORE ORD,BMG1738J1247,Oil & Gas Related Equipment and Services
ORK.OL,2019-12-31,ORKLA ORD,NO0003733800,Food & Tobacco
DNB.OL,2019-12-31,DNBNOR ORD,NO0010161896,Banking Services
SALM.OL,2020-12-31,SALMAR ORD,NO0010310956,Food & Tobacco
GJFG.OL,2020-12-31,GJENSIDIGE ORD,NO0010582521,Insurance
SUBC.OL,2020-12-31,SUBSEA ORD,LU0075646355,Oil & Gas Related Equipment and Services
NEL.OL,2020-12-31,NEL ASA,NO0010081235,Renewable Energy
NHY.OL,2020-12-31,NORSK HYDRO ORD,NO0005052605,Metals & Mining
FRO.OL,2020-12-31,FRONTLINE ORD,CY0200352116,Oil & Gas Related Equipment and Services
BAKKA.OL,2020-12-31,BAKKAFROST ORD,FO0000000179,Food & Tobacco
TEL.OL,2020-12-31,TELENOR ORD,NO0010063308,Telecommunications Services
AKRBP.OL,2020-12-31,AKER BP ASA ORD,NO0010345853,Oil & Gas
SCATC.OL,2020-12-31,SCATEC ASA ORD,NO0010715139,Electric Utilities & IPPs
DNO.OL,2020-12-31,DNO ASA,NO0003921009,Oil & Gas
ENTRA.OL,2020-12-31,ENTRA ASA,NO0010716418,Real Estate Operations
AKER.OL,2020-12-31,AKER ORD,NO0010234552,Oil & Gas
VENDA.OL,2020-12-31,SCHIBSTED ORD,NO0003028904,Media & Publishing
YAR.OL,2020-12-31,YARA INTL ORD,NO0010208051,Chemicals
EQNR.OL,2020-12-31,EQUINOR ORD,NO0010096985,Oil & Gas
TGS.OL,2020-12-31,TGS-NOPEC GEO ORD,NO0003078800,Oil & Gas Related Equipment and Services
TOM.OL,2020-12-31,TOMRA SYSTEMS ORD,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
STB.OL,2020-12-31,UNI STOREBRAND ORD,NO0003053605,Investment Banking & Investment Services
BWLPG.OL,2020-12-31,BW LPG ORD,SGXZ69436764,Oil & Gas Related Equipment and Services
LSG.OL,2020-12-31,LEROY SEAFOOD ORD,NO0003096208,Food & Tobacco
MOWI.OL,2020-12-31,MOWI ASA ORD,NO0003054108,Food & Tobacco
BWO.OL,2020-12-31,BW OFFSHORE ORD,BMG1738J1247,Oil & Gas Related Equipment and Services
ORK.OL,2020-12-31,ORKLA ORD,NO0003733800,Food & Tobacco
DNB.OL,2020-12-31,DNBNOR ORD,NO0010161896,Banking Services
SALM.OL,2021-12-31,SALMAR ORD,NO0010310956,Food & Tobacco
GJFG.OL,2021-12-31,GJENSIDIGE ORD,NO0010582521,Insurance
SUBC.OL,2021-12-31,SUBSEA ORD,LU0075646355,Oil & Gas Related Equipment and Services
NEL.OL,2021-12-31,NEL ASA,NO0010081235,Renewable Energy
NHY.OL,2021-12-31,NORSK HYDRO ORD,NO0005052605,Metals & Mining
FRO.OL,2021-12-31,FRONTLINE ORD,CY0200352116,Oil & Gas Related Equipment and Services
BAKKA.OL,2021-12-31,BAKKAFROST ORD,FO0000000179,Food & Tobacco
MPCC.OL,2021-12-31,MPC CONTAINER SHIPS AS ORD,NO0010791353,Freight & Logistics Services
TEL.OL,2021-12-31,TELENOR ORD,NO0010063308,Telecommunications Services
AKRBP.OL,2021-12-31,AKER BP ASA ORD,NO0010345853,Oil & Gas
SCATC.OL,2021-12-31,SCATEC ASA ORD,NO0010715139,Electric Utilities & IPPs
RECSI.OL,2021-12-31,REC SILICON ASA,NO0010112675,Chemicals
AKER.OL,2021-12-31,AKER ORD,NO0010234552,Oil & Gas
VENDA.OL,2021-12-31,SCHIBSTED ORD,NO0003028904,Media & Publishing
KAHOT.OL^A24,2021-12-31,KAHOOT! AS ORD,NO0010823131,Software & IT Services
YAR.OL,2021-12-31,YARA INTL ORD,NO0010208051,Chemicals
NOD.OL,2021-12-31,NORDIC VLSI ORD,NO0003055501,Semiconductors & Semiconductor Equipment
EQNR.OL,2021-12-31,EQUINOR ORD,NO0010096985,Oil & Gas
GOGL.OL^H25,2021-12-31,GOLDEN OCEAN GROUP LTD,BMG396372051,Freight & Logistics Services
TOM.OL,2021-12-31,TOMRA SYSTEMS ORD,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
STB.OL,2021-12-31,UNI STOREBRAND ORD,NO0003053605,Investment Banking & Investment Services
MOWI.OL,2021-12-31,MOWI ASA ORD,NO0003054108,Food & Tobacco
ORK.OL,2021-12-31,ORKLA ORD,NO0003733800,Food & Tobacco
ADEA.OL^F24,2021-12-31,ADEVINTA ASA ORD,NO0010844038,Software & IT Services
DNB.OL,2021-12-31,DNB BANK ORD,NO0010161896,Banking Services
SALM.OL,2022-12-31,SALMAR ORD,NO0010310956,Food & Tobacco
SUBC.OL,2022-12-31,SUBSEA ORD,LU0075646355,Oil & Gas Related Equipment and Services
NEL.OL,2022-12-31,NEL ASA,NO0010081235,Renewable Energy
NHY.OL,2022-12-31,NORSK HYDRO ORD,NO0005052605,Metals & Mining
FRO.OL,2022-12-31,FRONTLINE ORD,CY0200352116,Oil & Gas Related Equipment and Services
MPCC.OL,2022-12-31,MPC CONTAINER SHIPS AS ORD,NO0010791353,Freight & Logistics Services
TEL.OL,2022-12-31,TELENOR ORD,NO0010063308,Telecommunications Services
AKRBP.OL,2022-12-31,AKER BP ASA ORD,NO0010345853,Oil & Gas
AUTO.OL,2022-12-31,AUTOSTORE HOLDINGS LTD ORD,BMG0670A1099,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
RECSI.OL,2022-12-31,REC SILICON ASA,NO0010112675,Chemicals
VENDA.OL,2022-12-31,SCHIBSTED ORD,NO0003028904,Media & Publishing
KAHOT.OL^A24,2022-12-31,KAHOOT! AS ORD,NO0010823131,Software & IT Services
PGS.OL^G24,2022-12-31,PGS ORD,NO0010199151,Oil & Gas Related Equipment and Services
YAR.OL,2022-12-31,YARA INTL ORD,NO0010208051,Chemicals
NAS.OL,2022-12-31,NORWEGIAN AIR SHUTTLE ORD,NO0010196140,Passenger Transportation Services
VAR.OL,2022-12-31,VAR ENERGI ASA ORD,NO0011202772,Oil & Gas
NOD.OL,2022-12-31,NORDIC VLSI ORD,NO0003055501,Semiconductors & Semiconductor Equipment
EQNR.OL,2022-12-31,EQUINOR ORD,NO0010096985,Oil & Gas
GOGL.OL^H25,2022-12-31,GOLDEN OCEAN GROUP LTD,BMG396372051,Freight & Logistics Services
TOM.OL,2022-12-31,TOMRA SYSTEMS ORD,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KOG.OL,2022-12-31,KONGSBERG GRUPPEN ORD,NO0013536151,Aerospace & Defense
STB.OL,2022-12-31,UNI STOREBRAND ORD,NO0003053605,Investment Banking & Investment Services
MOWI.OL,2022-12-31,MOWI ASA ORD,NO0003054108,Food & Tobacco
ORK.OL,2022-12-31,ORKLA ORD,NO0003733800,Food & Tobacco
DNB.OL,2022-12-31,DNB BANK ORD,NO0010161896,Banking Services
SALM.OL,2023-12-31,SALMAR ORD,NO0010310956,Food & Tobacco
GJFG.OL,2023-12-31,GJENSIDIGE ORD,NO0010582521,Insurance
SUBC.OL,2023-12-31,SUBSEA ORD,LU0075646355,Oil & Gas Related Equipment and Services
NEL.OL,2023-12-31,NEL ASA,NO0010081235,Renewable Energy
NHY.OL,2023-12-31,NORSK HYDRO ORD,NO0005052605,Metals & Mining
FRO.OL,2023-12-31,FRONTLINE PLC ORD,CY0200352116,Oil & Gas Related Equipment and Services
TEL.OL,2023-12-31,TELENOR ORD,NO0010063308,Telecommunications Services
AKRBP.OL,2023-12-31,AKER BP ASA ORD,NO0010345853,Oil & Gas
HAUTO.OL,2023-12-31,HOEGH AUTOLINERS ORD SHS,NO0011082075,Freight & Logistics Services
BORR.OL^A25,2023-12-31,BORR DRILLING LTD ORD,BMG1466R1732,Oil & Gas Related Equipment and Services
PGS.OL^G24,2023-12-31,PGS ORD,NO0010199151,Oil & Gas Related Equipment and Services
YAR.OL,2023-12-31,YARA INTL ORD,NO0010208051,Chemicals
NAS.OL,2023-12-31,NORWEGIAN AIR SHUTTLE ORD,NO0010196140,Passenger Transportation Services
VAR.OL,2023-12-31,VAR ENERGI ASA ORD,NO0011202772,Oil & Gas
NOD.OL,2023-12-31,NORDIC VLSI ORD,NO0003055501,Semiconductors & Semiconductor Equipment
EQNR.OL,2023-12-31,EQUINOR ORD,NO0010096985,Oil & Gas
GOGL.OL^H25,2023-12-31,GOLDEN OCEAN GROUP LTD,BMG396372051,Freight & Logistics Services
TGS.OL,2023-12-31,TGS ASA ORD,NO0003078800,Oil & Gas Related Equipment and Services
TOM.OL,2023-12-31,TOMRA SYSTEMS ORD,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KOG.OL,2023-12-31,KONGSBERG GRUPPEN ORD,NO0013536151,Aerospace & Defense
STB.OL,2023-12-31,UNI STOREBRAND ORD,NO0003053605,Investment Banking & Investment Services
MOWI.OL,2023-12-31,MOWI ASA ORD,NO0003054108,Food & Tobacco
ORK.OL,2023-12-31,ORKLA ORD,NO0003733800,Food & Tobacco
DNB.OL,2023-12-31,DNB BANK ORD,NO0010161896,Banking Services
HAFNI.OL,2023-12-31,HAFNIA LTD ORD,SGXZ53070850,Oil & Gas Related Equipment and Services
SALM.OL,2024-12-31,SALMAR ORD,NO0010310956,Food & Tobacco
GJFG.OL,2024-12-31,GJENSIDIGE ORD,NO0010582521,Insurance
SUBC.OL,2024-12-31,SUBSEA ORD,LU0075646355,Oil & Gas Related Equipment and Services
NHY.OL,2024-12-31,NORSK HYDRO ORD,NO0005052605,Metals & Mining
FRO.OL,2024-12-31,FRONTLINE PLC ORD,CY0200352116,Oil & Gas Related Equipment and Services
MPCC.OL,2024-12-31,MPC CONTAINER SHIPS AS ORD,NO0010791353,Freight & Logistics Services
TEL.OL,2024-12-31,TELENOR ORD,NO0010063308,Telecommunications Services
AKRBP.OL,2024-12-31,AKER BP ASA ORD,NO0010345853,Oil & Gas
HAUTO.OL,2024-12-31,HOEGH AUTOLINERS ORD SHS,NO0011082075,Freight & Logistics Services
WAWI.OL,2024-12-31,WALLENIUS WILHELMSEN ASA ORD,NO0010571680,Freight & Logistics Services
YAR.OL,2024-12-31,YARA INTL ORD,NO0010208051,Chemicals
NAS.OL,2024-12-31,NORWEGIAN AIR SHUTTLE ORD,NO0010196140,Passenger Transportation Services
VAR.OL,2024-12-31,VAR ENERGI ASA ORD,NO0011202772,Oil & Gas
NOD.OL,2024-12-31,NORDIC VLSI ORD,NO0003055501,Semiconductors & Semiconductor Equipment
EQNR.OL,2024-12-31,EQUINOR ORD,NO0010096985,Oil & Gas
GOGL.OL^H25,2024-12-31,GOLDEN OCEAN GROUP LTD,BMG396372051,Freight & Logistics Services
TGS.OL,2024-12-31,TGS ASA ORD,NO0003078800,Oil & Gas Related Equipment and Services
TOM.OL,2024-12-31,TOMRA SYSTEMS ORD,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KOG.OL,2024-12-31,KONGSBERG GRUPPEN ORD,NO0013536151,Aerospace & Defense
STB.OL,2024-12-31,UNI STOREBRAND ORD,NO0003053605,Investment Banking & Investment Services
BWLPG.OL,2024-12-31,BW LPG ORD,SGXZ69436764,Oil & Gas Related Equipment and Services
MOWI.OL,2024-12-31,MOWI ASA ORD,NO0003054108,Food & Tobacco
ORK.OL,2024-12-31,ORKLA ORD,NO0003733800,Food & Tobacco
DNB.OL,2024-12-31,DNB BANK ORD,NO0010161896,Banking Services
HAFNI.OL,2024-12-31,HAFNIA LTD ORD,SGXZ53070850,Oil & Gas Related Equipment and Services
ATCOa.ST,2019-12-31,ATLAS COPCO SR A ORD,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SAND.ST,2019-12-31,SANDVIK ORD,SE0000667891,Metals & Mining
ATCOb.ST,2019-12-31,ATLAS COPCO SR B ORD,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AZN.ST,2019-12-31,ASTRAZENECA ORD,GB0009895292,Pharmaceuticals
ESSITYb.ST,2019-12-31,ESSITY AKTIEBOLAG B ORD,SE0009922164,Personal & Household Products & Services
ELUXb.ST,2019-12-31,ELECTROLUX ORD,SE0016589188,Household Goods
ALFA.ST,2019-12-31,ALFA LAVAL ORD,SE0000695876,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SSABa.ST,2019-12-31,SSAB SWEDISH STAL SR A ORD,SE0000171100,Metals & Mining
ASSAb.ST,2019-12-31,ASSA ABLOY ORD,SE0007100581,Homebuilding & Construction Supplies
INVEb.ST,2019-12-31,INVESTOR ORD,SE0015811963,Investment Holding Companies
NDASE.ST,2019-12-31,NORDEA BANK ABP ORD,FI4000297767,Banking Services
SKAb.ST,2019-12-31,SKANSKA ORD,SE0000113250,Construction & Engineering
SECUb.ST,2019-12-31,SECURITAS ORD,SE0000163594,Professional & Commercial Services
TEL2b.ST,2019-12-31,TELE2 ORD,SE0005190238,Telecommunications Services
BOL.ST,2019-12-31,BOLIDEN ORD,SE0020050417,Metals & Mining
SWMA.ST^A23,2019-12-31,SWEDISH MATCH ORD,SE0015812219,Food & Tobacco
TELIA.ST,2019-12-31,TELIA CO AB ORD,SE0000667925,Telecommunications Services
ERICb.ST,2019-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD,SE0000108656,Communications & Networking
SEBa.ST,2019-12-31,SKANDINAVISKA ENSKILDAANKEN ORD,SE0000148884,Banking Services
GETIb.ST,2019-12-31,GETINGE ORD,SE0000202624,Healthcare Equipment & Supplies
SKFb.ST,2019-12-31,SKF ORD,SE0000108227,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
HMb.ST,2019-12-31,HENNES AND MAURITZ ORD,SE0000106270,Specialty Retailers
SCAb.ST,2019-12-31,SVENSKA CELLULOSA ORD,SE0000112724,Paper & Forest Products
HEXAb.ST,2019-12-31,HEXAGON ORD,SE0015961909,Electronic Equipment & Parts
ALIVsdb.ST,2019-12-31,AUTOLIV SDR,SE0021309614,Automobiles & Auto Parts
SHBa.ST,2019-12-31,SVENSKA HANDELSBANKEN ORD,SE0007100599,Banking Services
VOLVb.ST,2019-12-31,VOLVO CL B ORD,SE0000115446,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KINVb.ST,2019-12-31,KINNEVIK STK B ORD,SE0022060521,Investment Holding Companies
ABB.ST,2019-12-31,ABB ORD,CH0012221716,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SWEDa.ST,2019-12-31,SWEDBANK ORD,SE0000242455,Banking Services
ATCOa.ST,2022-12-31,ATLAS COPCO SR A ORD,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SINCH.ST,2022-12-31,SINCH ORD,SE0016101844,Software & IT Services
SAND.ST,2022-12-31,SANDVIK ORD,SE0000667891,Metals & Mining
ATCOb.ST,2022-12-31,ATLAS COPCO SR B ORD,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AZN.ST,2022-12-31,ASTRAZENECA ORD,GB0009895292,Pharmaceuticals
ESSITYb.ST,2022-12-31,ESSITY AKTIEBOLAG B ORD,SE0009922164,Personal & Household Products & Services
ELUXb.ST,2022-12-31,ELECTROLUX ORD,SE0016589188,Household Goods
ALFA.ST,2022-12-31,ALFA LAVAL ORD,SE0000695876,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ASSAb.ST,2022-12-31,ASSA ABLOY ORD,SE0007100581,Homebuilding & Construction Supplies
INVEb.ST,2022-12-31,INVESTOR ORD,SE0015811963,Investment Holding Companies
EVOG.ST,2022-12-31,EVOLUTION AB ORD,SE0012673267,Hotels & Entertainment Services
NDASE.ST,2022-12-31,NORDEA BANK ABP ORD,FI4000297767,Banking Services
TEL2b.ST,2022-12-31,TELE2 ORD,SE0005190238,Telecommunications Services
BOL.ST,2022-12-31,BOLIDEN ORD,SE0020050417,Metals & Mining
TELIA.ST,2022-12-31,TELIA CO AB ORD,SE0000667925,Telecommunications Services
ERICb.ST,2022-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD,SE0000108656,Communications & Networking
SEBa.ST,2022-12-31,SKANDINAVISKA ENSKILDAANKEN ORD,SE0000148884,Banking Services
GETIb.ST,2022-12-31,GETINGE ORD,SE0000202624,Healthcare Equipment & Supplies
SKFb.ST,2022-12-31,SKF ORD,SE0000108227,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
HMb.ST,2022-12-31,HENNES AND MAURITZ ORD,SE0000106270,Specialty Retailers
SBBb.ST,2022-12-31,SAMHALLSBYGGNADSBOLAGET I NORDEN AB,SE0009554454,Real Estate Operations
SCAb.ST,2022-12-31,SVENSKA CELLULOSA ORD,SE0000112724,Paper & Forest Products
HEXAb.ST,2022-12-31,HEXAGON ORD,SE0015961909,Electronic Equipment & Parts
ALIVsdb.ST,2022-12-31,AUTOLIV SDR,SE0021309614,Automobiles & Auto Parts
SHBa.ST,2022-12-31,SVENSKA HANDELSBANKEN CLS A ORD,SE0007100599,Banking Services
VOLVb.ST,2022-12-31,VOLVO CL B ORD,SE0000115446,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KINVb.ST,2022-12-31,KINNEVIK STK B ORD,SE0022060521,Investment Holding Companies
ABB.ST,2022-12-31,ABB LTD ORD,CH0012221716,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SWEDa.ST,2022-12-31,SWEDBANK ORD,SE0000242455,Banking Services
ATCOa.ST,2023-12-31,ATLAS COPCO SR A ORD,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SINCH.ST,2023-12-31,SINCH ORD,SE0016101844,Software & IT Services
SAND.ST,2023-12-31,SANDVIK ORD,SE0000667891,Metals & Mining
ATCOb.ST,2023-12-31,ATLAS COPCO SR B ORD,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AZN.ST,2023-12-31,ASTRAZENECA ORD,GB0009895292,Pharmaceuticals
ESSITYb.ST,2023-12-31,ESSITY AKTIEBOLAG B ORD,SE0009922164,Personal & Household Products & Services
ELUXb.ST,2023-12-31,ELECTROLUX ORD,SE0016589188,Household Goods
NIBEb.ST,2023-12-31,NIBE INDUSTRIER ORD,SE0015988019,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ALFA.ST,2023-12-31,ALFA LAVAL ORD,SE0000695876,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ASSAb.ST,2023-12-31,ASSA ABLOY ORD,SE0007100581,Homebuilding & Construction Supplies
INVEb.ST,2023-12-31,INVESTOR ORD,SE0015811963,Investment Holding Companies
EVOG.ST,2023-12-31,EVOLUTION AB ORD,SE0012673267,Hotels & Entertainment Services
NDASE.ST,2023-12-31,NORDEA BANK ABP ORD,FI4000297767,Banking Services
TEL2b.ST,2023-12-31,TELE2 ORD,SE0005190238,Telecommunications Services
BOL.ST,2023-12-31,BOLIDEN ORD,SE0020050417,Metals & Mining
TELIA.ST,2023-12-31,TELIA CO AB ORD,SE0000667925,Telecommunications Services
ERICb.ST,2023-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD,SE0000108656,Communications & Networking
